question_type,body_system,question_text,option_1,option_2,option_3,option_4,option_5,option_6,option_7
0,Digestive,"What term matches the following definition?
  
  'mucosa, submucosa, muscularis, serosa'",Layers of Alimentary Canal,Serosa,Salivary Glands,Palate,,,
0,Digestive,"What term matches the following definition?
  
  'duct formed by liver ducts'",Common Hepatic Duct,Oropharynx,Submandibular Gland,Uvula,,,
0,Digestive,"What term matches the following definition?
  
  'central region of the stomach'",Body (stomach),Bile Duct,Plicae,Pancreas,,,
0,Digestive,"What term matches the following definition?
  
  'crosses abdomen'",Transverse Colon,Nasopharynx,Stenson's Duct,Digestive Enzymes,,,
0,Digestive,"What term matches the following definition?
  
  'stores and mixes food, begins protein digestion, sends chyme to small intestine'",Stomach Functions,Laryngopharynx,Chyme,Small Intestine,,,
0,Digestive,"What term matches the following definition?
  
  'esophagus opening in the diaphragm'",Esophageal Hiatus,Ascending Colon,Mesentery,Serous Fluid,,,
0,Digestive,"What term matches the following definition?
  
  'largest gland; exocrine functions, stores glycogen, detoxifies, secretes bile'",Liver,Layers of Alimentary Canal,Chemical Digestion,Large Intestine Movements,,,
0,Digestive,"What term matches the following definition?
  
  'physical breakdown of food into smaller pieces (e.g., chewing)'",Mechanical Digestion,Pancreatic Juice,Palate,Mouth,,,
0,Digestive,"What term matches the following definition?
  
  'food after it has been chewed and mixed with saliva'",Bolus,Transverse Colon,Alimentary Canal Characteristics,Serous Fluid,,,
0,Respiratory,"What term matches the following definition?
  
  'Internal chambers of the nose that warm, moisten, and filter inhaled air. Air enters through the nares and exits into the nasopharynx.'",Nose (nasal cavity),Trachea,Pharynx,Lungs,,,
0,Respiratory,"What term matches the following definition?
  
  'The principal muscle of inspiration that separates the thoracic and abdominal cavities, expanding the thoracic cavity and compressing the abdominal cavity.'",Thoracic diaphragm,Pulmonary ventilation,Nasal septum,Hyoid,,,
0,Respiratory,"What term matches the following definition?
  
  'Organs of gas exchange, with the right lung having three lobes and the left two (with a cardiac notch). They exchange oxygen and carbon dioxide with the blood.'",Lungs,Pulmonary ventilation,Trachea,Nose (nasal cavity),,,
0,Respiratory,"What term matches the following definition?
  
  'A structure connecting the pharynx to the trachea, serving as an open airway and voice box. It plays a key role in breathing and sound production.'",Larynx,External intercostals,Epiglottis,Nose (nasal cavity),,,
0,Respiratory,"What term matches the following definition?
  
  'A cartilaginous tube that conducts air between the larynx and bronchi, allowing inhalation and exhalation.'",Trachea,Hyoid,Normal inhalation,External intercostals,,,
0,Respiratory,"What term matches the following definition?
  
  'A structure connecting the pharynx to the trachea, serving as an open airway and voice box. It plays a key role in breathing and sound production.'",Larynx,Normal inhalation,Internal intercostals,Pulmonary ligament,,,
0,Respiratory,"What term matches the following definition?
  
  'Internal intercostals, transversus thoracis, and abdominal muscles contract to push out air more forcefully.'",Forced exhalation,Thoracic diaphragm,Larynx,Vocal folds (true vocal cords),,,
0,Respiratory,"What term matches the following definition?
  
  'Muscles of the thorax that elevate the ribs, aiding in normal inspiration. Their fibers run obliquely downward and laterally (back) or forward and medialward (front).'",External intercostals,Normal inhalation,Epiglottis,Thoracic diaphragm,,,
0,Respiratory,"What term matches the following definition?
  
  'A muscular tube divided into the nasopharynx, oropharynx, and laryngopharynx; it conducts air from the nasal/oral cavities to the larynx and trachea.'",Pharynx,Thoracic diaphragm,Nose (nasal cavity),Lungs,,,
0,Respiratory,"What term matches the following definition?
  
  'Double-layered membranes surrounding the lungs. The pleural cavity between them contains lubricating fluid to reduce friction during breathing.'",Pleurae,Internal intercostals,Nasal septum,Epiglottis,,,
0,Respiratory,"What term matches the following definition?
  
  'Cartilage and connective tissue that divide the nasal cavity into left and right halves.'",Nasal septum,Lungs,Pleurae,Trachea,,,
0,Respiratory,"What term matches the following definition?
  
  'C-shaped cartilage structures that keep the trachea open, allowing flexibility and preventing collapse.'",Tracheal cartilaginous rings,Normal exhalation,Nose (nasal cavity),Nasal septum,,,
0,Respiratory,"What term matches the following definition?
  
  'Muscles of the thorax that elevate the ribs, aiding in normal inspiration. Their fibers run obliquely downward and laterally (back) or forward and medialward (front).'",External intercostals,Pharynx,Tracheal cartilaginous rings,Lungs,,,
0,Respiratory,"What term matches the following definition?
  
  'C-shaped cartilage structures that keep the trachea open, allowing flexibility and preventing collapse.'",Tracheal cartilaginous rings,Lungs,Vocal folds (true vocal cords),Internal intercostals,,,
0,Respiratory,"What term matches the following definition?
  
  'Muscles of the thorax that elevate the ribs, aiding in normal inspiration. Their fibers run obliquely downward and laterally (back) or forward and medialward (front).'",External intercostals,Trachea,Thoracic diaphragm,Nasal septum,,,
0,Respiratory,"What term matches the following definition?
  
  'A structure connecting the pharynx to the trachea, serving as an open airway and voice box. It plays a key role in breathing and sound production.'",Larynx,Vocal folds (true vocal cords),Thoracic diaphragm,Forced inhalation,,,
0,Respiratory,"What term matches the following definition?
  
  'Thoracic muscles that depress the ribs, aiding in forced expiration. Their fibers run opposite to those of the external intercostals.'",Internal intercostals,External intercostals,Sinus paranasales (Paranasal sinuses),Nose (nasal cavity),,,
0,Respiratory,"What term matches the following definition?
  
  'C-shaped cartilage structures that keep the trachea open, allowing flexibility and preventing collapse.'",Tracheal cartilaginous rings,Forced inhalation,Pharynx,Hyoid,,,
0,Respiratory,"What term matches the following definition?
  
  'Mesenteric folds extending from the lung root to the mediastinum, helping stabilize the lung in the thoracic cavity.'",Pulmonary ligament,Forced inhalation,Pharynx,Trachea,,,
0,Respiratory,"What term matches the following definition?
  
  'Thoracic muscles that depress the ribs, aiding in forced expiration. Their fibers run opposite to those of the external intercostals.'",Internal intercostals,Lungs,Pulmonary ligament,Pharynx,,,
0,Respiratory,"What term matches the following definition?
  
  'Organs of gas exchange, with the right lung having three lobes and the left two (with a cardiac notch). They exchange oxygen and carbon dioxide with the blood.'",Lungs,Epiglottis,Nasal septum,Normal exhalation,,,
0,Respiratory,"What term matches the following definition?
  
  'Elastic structures in the larynx that vibrate to produce sound; pitch changes with muscle-regulated tension.'",Vocal folds (true vocal cords),Tracheal cartilaginous rings,Normal inhalation,Larynx,,,
0,Respiratory,"What term matches the following definition?
  
  'The diaphragm and external intercostals relax. Lung volume decreases, pressure increases, and air is expelled.'",Normal exhalation,Forced inhalation,Hyoid,Internal intercostals,,,
0,Respiratory,"What term matches the following definition?
  
  'Thoracic muscles that depress the ribs, aiding in forced expiration. Their fibers run opposite to those of the external intercostals.'",Internal intercostals,Epiglottis,External intercostals,Normal inhalation,,,
0,Respiratory,"What term matches the following definition?
  
  'Internal intercostals, transversus thoracis, and abdominal muscles contract to push out air more forcefully.'",Forced exhalation,Tracheal cartilaginous rings,Vocal folds (true vocal cords),Normal exhalation,,,
0,Respiratory,"What term matches the following definition?
  
  'A muscular tube divided into the nasopharynx, oropharynx, and laryngopharynx; it conducts air from the nasal/oral cavities to the larynx and trachea.'",Pharynx,External intercostals,Lungs,Pulmonary ventilation,,,
0,Respiratory,"What term matches the following definition?
  
  'Internal intercostals, transversus thoracis, and abdominal muscles contract to push out air more forcefully.'",Forced exhalation,Larynx,External intercostals,Sinus paranasales (Paranasal sinuses),,,
0,Respiratory,"What term matches the following definition?
  
  'The respiratory system aids in breathing, also called pulmonary ventilation. Air is inhaled through the nose and mouth, moves through the pharynx, larynx, and trachea into the lungs, and is exhaled the same way. Changes in lung volume and air pressure drive this process.'",Pulmonary ventilation,Forced exhalation,Lungs,Pharynx,,,
0,Respiratory,"What term matches the following definition?
  
  'Muscles of the thorax that elevate the ribs, aiding in normal inspiration. Their fibers run obliquely downward and laterally (back) or forward and medialward (front).'",External intercostals,Pharynx,Forced exhalation,Pleurae,,,
0,Respiratory,"What term matches the following definition?
  
  'The diaphragm and external intercostals contract, elevating the ribcage. Lung volume increases, pressure drops, and air flows in.'",Normal inhalation,Forced inhalation,Lungs,External intercostals,,,
0,Respiratory,"What term matches the following definition?
  
  'A leaf-shaped cartilage that covers the larynx during swallowing, preventing food from entering the airway.'",Epiglottis,Pharynx,Pulmonary ventilation,Thoracic diaphragm,,,
0,Respiratory,"What term matches the following definition?
  
  'The respiratory system aids in breathing, also called pulmonary ventilation. Air is inhaled through the nose and mouth, moves through the pharynx, larynx, and trachea into the lungs, and is exhaled the same way. Changes in lung volume and air pressure drive this process.'",Pulmonary ventilation,Internal intercostals,Thoracic diaphragm,Hyoid,,,
0,Respiratory,"What term matches the following definition?
  
  'Internal chambers of the nose that warm, moisten, and filter inhaled air. Air enters through the nares and exits into the nasopharynx.'",Nose (nasal cavity),Epiglottis,Lungs,Forced inhalation,,,
0,Respiratory,"What term matches the following definition?
  
  'The diaphragm and external intercostals relax. Lung volume decreases, pressure increases, and air is expelled.'",Normal exhalation,Lungs,Trachea,Nose (nasal cavity),,,
0,Respiratory,"What term matches the following definition?
  
  'Cartilage and connective tissue that divide the nasal cavity into left and right halves.'",Nasal septum,Larynx,Normal exhalation,Tracheal cartilaginous rings,,,
0,Respiratory,"What term matches the following definition?
  
  'Elastic structures in the larynx that vibrate to produce sound; pitch changes with muscle-regulated tension.'",Vocal folds (true vocal cords),Forced inhalation,Pulmonary ligament,Forced exhalation,,,
0,Respiratory,"What term matches the following definition?
  
  'A muscular tube divided into the nasopharynx, oropharynx, and laryngopharynx; it conducts air from the nasal/oral cavities to the larynx and trachea.'",Pharynx,Pleurae,External intercostals,Thoracic diaphragm,,,
0,Respiratory,"What term matches the following definition?
  
  'A muscular tube divided into the nasopharynx, oropharynx, and laryngopharynx; it conducts air from the nasal/oral cavities to the larynx and trachea.'",Pharynx,Pulmonary ventilation,Vocal folds (true vocal cords),Lungs,,,
0,Respiratory,"What term matches the following definition?
  
  'C-shaped cartilage structures that keep the trachea open, allowing flexibility and preventing collapse.'",Tracheal cartilaginous rings,Forced exhalation,Pulmonary ligament,Epiglottis,,,
0,Respiratory,"What term matches the following definition?
  
  'A leaf-shaped cartilage that covers the larynx during swallowing, preventing food from entering the airway.'",Epiglottis,Forced inhalation,Forced exhalation,Vocal folds (true vocal cords),,,
0,Respiratory,"What term matches the following definition?
  
  'Organs of gas exchange, with the right lung having three lobes and the left two (with a cardiac notch). They exchange oxygen and carbon dioxide with the blood.'",Lungs,Normal inhalation,Pleurae,Forced inhalation,,,
0,Respiratory,"What term matches the following definition?
  
  'A structure connecting the pharynx to the trachea, serving as an open airway and voice box. It plays a key role in breathing and sound production.'",Larynx,Nose (nasal cavity),Normal exhalation,Pharynx,,,
0,Respiratory,"What term matches the following definition?
  
  'Internal intercostals, transversus thoracis, and abdominal muscles contract to push out air more forcefully.'",Forced exhalation,Epiglottis,Pulmonary ligament,Vocal folds (true vocal cords),,,
0,Respiratory,"What term matches the following definition?
  
  'The principal muscle of inspiration that separates the thoracic and abdominal cavities, expanding the thoracic cavity and compressing the abdominal cavity.'",Thoracic diaphragm,Vocal folds (true vocal cords),Pulmonary ligament,Internal intercostals,,,
0,Respiratory,"What term matches the following definition?
  
  'Cartilage and connective tissue that divide the nasal cavity into left and right halves.'",Nasal septum,Internal intercostals,External intercostals,Normal inhalation,,,
0,Respiratory,"What term matches the following definition?
  
  'Thoracic muscles that depress the ribs, aiding in forced expiration. Their fibers run opposite to those of the external intercostals.'",Internal intercostals,Thoracic diaphragm,Nose (nasal cavity),Vocal folds (true vocal cords),,,
0,Respiratory,"What term matches the following definition?
  
  'The diaphragm and external intercostals contract, elevating the ribcage. Lung volume increases, pressure drops, and air flows in.'",Normal inhalation,Pulmonary ligament,External intercostals,Normal exhalation,,,
0,Respiratory,"What term matches the following definition?
  
  'The diaphragm and external intercostals contract, elevating the ribcage. Lung volume increases, pressure drops, and air flows in.'",Normal inhalation,External intercostals,Nose (nasal cavity),Epiglottis,,,
0,Respiratory,"What term matches the following definition?
  
  'The principal muscle of inspiration that separates the thoracic and abdominal cavities, expanding the thoracic cavity and compressing the abdominal cavity.'",Thoracic diaphragm,Normal exhalation,External intercostals,Pulmonary ligament,,,
0,Respiratory,"What term matches the following definition?
  
  'Internal chambers of the nose that warm, moisten, and filter inhaled air. Air enters through the nares and exits into the nasopharynx.'",Nose (nasal cavity),Hyoid,Pleurae,Forced inhalation,,,
0,Nervous,"What term matches the following definition?
  
  'The tendency for some neural functions to be more dominant in one hemisphere than the other.'",Brain Lateralization,Brainstem,Pineal Gland,Schwann Cells,,,
0,Nervous,"What term matches the following definition?
  
  'The long, slender projection of a neuron that conducts electrical impulses away from the neuron's cell body.'",Axon,Sympathetic Nervous System,Refractory Period,Medulla Oblongata,,,
0,Nervous,"What term matches the following definition?
  
  'A rapid rise and subsequent fall in voltage or membrane potential across a cellular membrane.'",Action Potential,Meninges,Gray Matter,Occipital Lobe,,,
0,Nervous,"What term matches the following definition?
  
  'A subdivision of the ANS that governs the function of the gastrointestinal system.'",Enteric Nervous System,Astrocytes,Parietal Lobe,Glial Cells,,,
0,Nervous,"What term matches the following definition?
  
  'A small gland that produces melatonin, regulating sleep cycles.'",Pineal Gland,Spinal Nerves,Somatic Nervous System,Ganglion,,,
0,Nervous,"What term matches the following definition?
  
  'A network of neurons involved in arousal and consciousness.'",Reticular Formation,Cranial Nerves,Thalamus,Hyperpolarization,,,
0,Nervous,"What term matches the following definition?
  
  'A fatty layer that covers axons, increasing the speed of nerve impulse transmission.'",Myelin Sheath,Dendrite,Oligodendrocytes,Meninges,,,
0,Nervous,"What term matches the following definition?
  
  'The three protective membranes that surround the brain and spinal cord.'",Meninges,Thalamus,Cerebellum,Substantia Nigra,,,
0,Nervous,"What term matches the following definition?
  
  'The largest part of the brain, responsible for voluntary activities, intelligence, memory, and sensory processing.'",Cerebrum,Blood-Brain Barrier,Hypothalamus,All-or-None Principle,,,
0,Nervous,"What term matches the following definition?
  
  'Consists of nerves and ganglia outside the CNS, connecting it to limbs and organs.'",Peripheral Nervous System (PNS),Sympathetic Nervous System,Parietal Lobe,Gray Matter,,,
0,Nervous,"What term matches the following definition?
  
  'The largest part of the brain, responsible for voluntary activities, intelligence, memory, and sensory processing.'",Cerebrum,Glial Cells,Blood-Brain Barrier,Autonomic Nervous System (ANS),,,
0,Nervous,"What term matches the following definition?
  
  'The process during which the neuron's membrane potential becomes less negative.'",Depolarization,Dendrite,Neuron,Gray Matter,,,
0,Nervous,"What term matches the following definition?
  
  'The part of the cerebrum responsible for visual processing.'",Occipital Lobe,Thalamus,Hippocampus,Ependymal Cells,,,
0,Nervous,"What term matches the following definition?
  
  'The part of the cerebrum that processes sensory information.'",Parietal Lobe,Medulla Oblongata,Resting Potential,Somatic Nervous System,,,
0,Nervous,"What term matches the following definition?
  
  'The largest part of the brain, responsible for voluntary activities, intelligence, memory, and sensory processing.'",Cerebrum,Corpus Callosum,Cranial Nerves,Axon,,,
0,Nervous,"What term matches the following definition?
  
  'Star-shaped glial cells that maintain the blood-brain barrier and provide nutrients to neurons.'",Astrocytes,Ependymal Cells,Dendrite,Pituitary Gland,,,
0,Nervous,"What term matches the following definition?
  
  'A complex system of nerves involved in emotions and memory.'",Limbic System,Parietal Lobe,Oligodendrocytes,Sympathetic Nervous System,,,
0,Nervous,"What term matches the following definition?
  
  'A long, thin, tubular structure that connects the brain to the rest of the body, transmitting nerve signals.'",Spinal Cord,Frontal Lobe,Peripheral Nervous System (PNS),Ganglion,,,
0,Nervous,"What term matches the following definition?
  
  'A subdivision of the PNS that controls involuntary body functions like heartbeat and digestion.'",Autonomic Nervous System (ANS),Frontal Lobe,Dendrite,Occipital Lobe,,,
0,Nervous,"What term matches the following definition?
  
  'The junction between two neurons where information is transmitted.'",Synapse,Cerebrum,Microglia,Pituitary Gland,,,
0,Nervous,"What term matches the following definition?
  
  'A selective barrier that prevents certain substances from entering the brain.'",Blood-Brain Barrier,Thalamus,Sympathetic Nervous System,Neuroplasticity,,,
0,Nervous,"What term matches the following definition?
  
  'The concept that a neuron either fires completely or does not fire at all.'",All-or-None Principle,Blood-Brain Barrier,Parietal Lobe,Broca's Area,,,
0,Nervous,"What term matches the following definition?
  
  'The brain's ability to reorganize itself by forming new neural connections.'",Neuroplasticity,Corpus Callosum,Synapse,All-or-None Principle,,,
0,Nervous,"What term matches the following definition?
  
  'The time following an action potential during which a neuron is unable to fire again.'",Refractory Period,Hippocampus,Depolarization,Resting Potential,,,
0,Nervous,"What term matches the following definition?
  
  'A long, thin, tubular structure that connects the brain to the rest of the body, transmitting nerve signals.'",Spinal Cord,Substantia Nigra,Cerebrum,Depolarization,,,
0,Nervous,"What term matches the following definition?
  
  'Consists of nerves and ganglia outside the CNS, connecting it to limbs and organs.'",Peripheral Nervous System (PNS),Hypothalamus,Parasympathetic Nervous System,Plexus,,,
0,Nervous,"What term matches the following definition?
  
  'A nerve cell that transmits electrical impulses throughout the body.'",Neuron,Neurogenesis,Glial Cells,Cranial Nerves,,,
0,Nervous,"What term matches the following definition?
  
  'Connects the brain to the spinal cord and controls vital life functions such as breathing and heartbeat.'",Brainstem,Temporal Lobe,Central Nervous System (CNS),Spinal Nerves,,,
0,Nervous,"What term matches the following definition?
  
  'The process by which nerve impulses jump from one node of Ranvier to the next.'",Saltatory Conduction,Cranial Nerves,Neuron,Repolarization,,,
0,Nervous,"What term matches the following definition?
  
  'Regions of the CNS rich in myelinated axons.'",White Matter,Interneuron,Action Potential,Reticular Formation,,,
0,Nervous,"What term matches the following definition?
  
  'Gaps in the myelin sheath that facilitate rapid conduction of nerve impulses.'",Nodes of Ranvier,Cerebrospinal Fluid (CSF),Oligodendrocytes,Frontal Lobe,,,
0,Nervous,"What term matches the following definition?
  
  'Connects the brain to the spinal cord and controls vital life functions such as breathing and heartbeat.'",Brainstem,Parietal Lobe,Ependymal Cells,Repolarization,,,
0,Nervous,"What term matches the following definition?
  
  'The branched projections of a neuron that receive signals from other neurons.'",Dendrite,Brain Lateralization,Neurogenesis,Neuroplasticity,,,
0,Nervous,"What term matches the following definition?
  
  'The process of restoring the resting potential after depolarization.'",Repolarization,Frontal Lobe,Cerebrospinal Fluid (CSF),Motor Neuron,,,
0,Nervous,"What term matches the following definition?
  
  'The neural pathway that mediates a reflex action.'",Reflex Arc,Axon,Reticular Formation,Plexus,,,
0,Nervous,"What term matches the following definition?
  
  'The brain's ability to reorganize itself by forming new neural connections.'",Neuroplasticity,Cerebellum,Sensory Neuron,Microglia,,,
0,Nervous,"What term matches the following definition?
  
  'The brain's ability to reorganize itself by forming new neural connections.'",Neuroplasticity,Central Nervous System (CNS),Occipital Lobe,Hypothalamus,,,
0,Nervous,"What term matches the following definition?
  
  'A brain structure involved in movement and reward.'",Substantia Nigra,Interneuron,Plexus,Sympathetic Nervous System,,,
0,Nervous,"What term matches the following definition?
  
  'The part of the cerebrum that processes sensory information.'",Parietal Lobe,Frontal Lobe,Astrocytes,Saltatory Conduction,,,
0,Nervous,"What term matches the following definition?
  
  'A region that controls autonomic functions and links the nervous system to the endocrine system.'",Hypothalamus,Basal Ganglia,Oligodendrocytes,Blood-Brain Barrier,,,
0,Nervous,"What term matches the following definition?
  
  'Nerves that emerge from the spinal cord.'",Spinal Nerves,Peripheral Nervous System (PNS),Neurotransmitter,Glial Cells,,,
0,Nervous,"What term matches the following definition?
  
  'Gaps in the myelin sheath that facilitate rapid conduction of nerve impulses.'",Nodes of Ranvier,Substantia Nigra,Threshold,Spinal Cord,,,
0,Nervous,"What term matches the following definition?
  
  'A network of neurons involved in arousal and consciousness.'",Reticular Formation,Temporal Lobe,Saltatory Conduction,Cerebellum,,,
0,Nervous,"What term matches the following definition?
  
  'The part of the brain that coordinates muscle movements and maintains posture and balance.'",Cerebellum,Hyperpolarization,Myelin Sheath,Refractory Period,,,
0,Nervous,"What term matches the following definition?
  
  'A network of neurons involved in arousal and consciousness.'",Reticular Formation,Brainstem,All-or-None Principle,Broca's Area,,,
0,Nervous,"What term matches the following definition?
  
  'The branched projections of a neuron that receive signals from other neurons.'",Dendrite,Plexus,Motor Neuron,Brain Lateralization,,,
0,Nervous,"What term matches the following definition?
  
  'A fatty layer that covers axons, increasing the speed of nerve impulse transmission.'",Myelin Sheath,Enteric Nervous System,Amygdala,Reticular Formation,,,
0,Nervous,"What term matches the following definition?
  
  'The level of stimulation required to trigger a neural impulse.'",Threshold,Nodes of Ranvier,Ganglion,Neurogenesis,,,
0,Nervous,"What term matches the following definition?
  
  'Part of the ANS that prepares the body for 'fight or flight' responses.'",Sympathetic Nervous System,Motor Neuron,Cerebrospinal Fluid (CSF),Cerebellum,,,
0,Nervous,"What term matches the following definition?
  
  'The part of the cerebrum involved in decision making, problem solving, and planning.'",Frontal Lobe,Occipital Lobe,Hypothalamus,Sensory Neuron,,,
1,Skeletal,"The _______ protects the brain, while the _______ supports posture.",Skull,Spine,Femur,Clavicle,Patella,Tibia,Pelvis
1,Skeletal,"The _______ forms the shoulder, and the _______ forms the upper arm.",Clavicle,Humerus,Sternum,Scapula,Tibia,Skull,Radius
1,Skeletal,"The _______ protects the heart and lungs, and the _______ protects the spinal cord.",Ribcage,Vertebrae,Clavicle,Pelvis,Ulna,Patella,Femur
1,Skeletal,"The _______ is the largest bone, and the _______ is the smallest.",Femur,Stapes,Radius,Ulna,Pelvis,Tibia,Mandible
1,Skeletal,"The _______ makes up the lower jaw, and the _______ connects the upper arm to the body.",Mandible,Clavicle,Scapula,Sternum,Radius,Patella,Skull
1,Skeletal,"The _______ covers the knee joint, while the _______ is the shinbone.",Patella,Tibia,Fibula,Femur,Radius,Ulna,Pelvis
1,Skeletal,"The _______ forms part of the pelvis, and the _______ supports the legs.",Ilium,Femur,Tibia,Pelvis,Sternum,Radius,Clavicle
1,Skeletal,"The _______ is part of the ribcage, while the _______ is in the arm.",Sternum,Humerus,Clavicle,Radius,Ulna,Patella,Pelvis
1,Skeletal,"The _______ allows the neck to rotate, while the _______ forms the chest.",Atlas vertebra,Sternum,Clavicle,Skull,Femur,Patella,Ilium
1,Skeletal,"The _______ is also called the shoulder blade, and the _______ is part of the forearm.",Scapula,Radius,Ulna,Sternum,Tibia,Fibula,Mandible
1,Muscular,"The _______ helps you breathe, and the _______ controls facial expression.",Diaphragm,Orbicularis oris,Biceps,Triceps,Deltoid,Gastrocnemius,Pectoralis
1,Muscular,"The _______ is your calf muscle, and the _______ lifts your arm sideways.",Gastrocnemius,Deltoid,Biceps,Hamstrings,Quadriceps,Pectoralis,Trapezius
1,Muscular,"The _______ straightens the knee, while the _______ bends it.",Quadriceps,Hamstrings,Biceps,Triceps,Gastrocnemius,Pectoralis,Diaphragm
1,Muscular,"The _______ flexes the elbow, and the _______ extends it.",Biceps,Triceps,Quadriceps,Gastrocnemius,Trapezius,Deltoid,Sternocleidomastoid
1,Muscular,"The _______ pulls the corners of the mouth, and the _______ raises the eyebrows.",Zygomaticus,Frontalis,Orbicularis oris,Trapezius,Deltoid,Sternocleidomastoid,Gastrocnemius
1,Muscular,"The _______ contracts during inhalation, and the _______ assist in exhalation.",Diaphragm,Intercostal muscles,Sternocleidomastoid,Pectoralis,Biceps,Triceps,Quadriceps
1,Muscular,"The _______ rotates the head, and the _______ stabilizes the scapula.",Sternocleidomastoid,Trapezius,Gastrocnemius,Biceps,Triceps,Quadriceps,Deltoid
1,Muscular,"The _______ helps with shoulder rotation, and the _______ powers the chest.",Rotator cuff,Pectoralis major,Deltoid,Triceps,Biceps,Quadriceps,Gastrocnemius
1,Muscular,"The _______ are back muscles, and the _______ are hip flexors.",Latissimus dorsi,Iliopsoas,Gastrocnemius,Hamstrings,Quadriceps,Trapezius,Pectoralis
1,Muscular,"The _______ controls mouth movements, while the _______ controls swallowing.",Orbicularis oris,Pharyngeal constrictors,Trapezius,Sternocleidomastoid,Gastrocnemius,Biceps,Quadriceps
1,Circulatory,"The _______ carries blood away from the heart, and the _______ returns it.",Artery,Vein,Capillary,Atrium,Ventricle,Valve,Aorta
1,Circulatory,"The _______ pumps oxygen-poor blood to the lungs, while the _______ pumps oxygen-rich blood to the body.",Right ventricle,Left ventricle,Atrium,Vein,Artery,Pulmonary artery,Aorta
1,Circulatory,"The _______ separates oxygenated and deoxygenated blood, and the _______ controls blood flow.",Septum,Valve,Artery,Vein,Aorta,Capillary,Atrium
1,Circulatory,"_______ connect arteries to veins, and _______ are the smallest blood vessels.",Capillaries,Venules,Arteries,Veins,Atrium,Ventricle,Valve
1,Circulatory,"The _______ is the largest artery, and the _______ is the largest vein.",Aorta,Vena cava,Pulmonary artery,Jugular vein,Capillary,Atrium,Ventricle
1,Circulatory,"The _______ carries oxygenated blood from the lungs to the heart, while the _______ carries it to the body.",Pulmonary vein,Aorta,Artery,Vena cava,Atrium,Valve,Ventricle
1,Circulatory,"The _______ receives blood first from veins, while the _______ pushes it out.",Atrium,Ventricle,Artery,Vein,Capillary,Aorta,Valve
1,Circulatory,"The _______ carries oxygen-poor blood from the body, and the _______ brings it to the lungs.",Vena cava,Pulmonary artery,Aorta,Capillary,Atrium,Valve,Artery
1,Circulatory,"The _______ prevents backflow in the heart, and the _______ provides the driving pressure.",Valve,Ventricle,Atrium,Artery,Vein,Aorta,Capillary
1,Circulatory,"The _______ connects arteries to tissues, while the _______ returns blood to the heart.",Capillary,Vein,Artery,Valve,Atrium,Aorta,Pulmonary vein
1,Digestive,"Food enters the _______ first, and then travels through the _______.",Mouth,Esophagus,Stomach,Small intestine,Large intestine,Rectum,Liver
1,Digestive,"The _______ produces bile, and the _______ stores it.",Liver,Gallbladder,Pancreas,Stomach,Small intestine,Large intestine,Esophagus
1,Digestive,"Digestion of proteins begins in the _______, and absorption of nutrients mainly occurs in the _______.",Stomach,Small intestine,Esophagus,Large intestine,Liver,Gallbladder,Rectum
1,Digestive,"The _______ removes water from undigested food, while the _______ eliminates it.",Large intestine,Rectum,Small intestine,Esophagus,Liver,Gallbladder,Mouth
1,Digestive,"The _______ connects the mouth to the stomach, while the _______ secretes digestive enzymes.",Esophagus,Pancreas,Liver,Small intestine,Large intestine,Stomach,Gallbladder
1,Digestive,"The _______ secretes acid to break down food, while the _______ neutralizes it.",Stomach,Pancreas,Small intestine,Liver,Large intestine,Rectum,Esophagus
1,Digestive,"The _______ completes most digestion, while the _______ is responsible for water absorption.",Small intestine,Large intestine,Stomach,Esophagus,Liver,Gallbladder,Rectum
1,Digestive,"The _______ produces digestive enzymes, and the _______ absorbs digested nutrients.",Pancreas,Small intestine,Liver,Stomach,Esophagus,Large intestine,Mouth
1,Digestive,"The _______ helps swallow food, and the _______ protects food from entering the trachea.",Tongue,Epiglottis,Esophagus,Mouth,Stomach,Liver,Gallbladder
1,Digestive,"The _______ initiates mechanical digestion, while the _______ initiates chemical digestion.",Teeth,Saliva,Esophagus,Stomach,Liver,Pancreas,Small intestine
1,Respiratory,"Air passes through the _______ first, then enters the _______.",Nose,Trachea,Bronchi,Alveoli,Diaphragm,Larynx,Pharynx
1,Respiratory,"The _______ contracts to allow inhalation, and the _______ controls breathing rhythm.",Diaphragm,Medulla oblongata,Lungs,Trachea,Alveoli,Pharynx,Larynx
1,Respiratory,Gas exchange occurs in the _______ and oxygen moves into _______.,Alveoli,Capillaries,Bronchi,Trachea,Nose,Larynx,Pharynx
1,Respiratory,"The _______ splits into two bronchi, while the _______ filters inhaled air.",Trachea,Nose hair,Pharynx,Larynx,Bronchi,Alveoli,Lungs
1,Respiratory,"The _______ protects the lungs, and the _______ surrounds the heart.",Ribcage,Pericardium,Pleura,Diaphragm,Trachea,Bronchi,Alveoli
1,Respiratory,"The _______ keeps food out of the airway, while the _______ produces sound.",Epiglottis,Larynx,Trachea,Bronchi,Alveoli,Nose,Diaphragm
1,Respiratory,"The _______ connects to the lungs, while the _______ splits into smaller branches.",Bronchi,Bronchioles,Trachea,Alveoli,Larynx,Nose,Diaphragm
1,Respiratory,"Oxygen enters the _______ first, then passes into the _______.",Nose,Pharynx,Larynx,Trachea,Bronchi,Alveoli,Capillaries
